net_name,net_number,stimulus,set_size_1_acc,set_size_8_acc,acc_diff
alexnet,1,RVvGV,1.0,1.0,0.0
alexnet,1,RVvRHGV,1.0,1.0,0.0
alexnet,1,PWVvCV,1.0,1.0,0.0
alexnet,1,PWVvPWHCV,1.0,1.0,0.0
alexnet,1,2_v_5,1.0,1.0,0.0
alexnet,1,YT_v_BTYL,1.0,1.0,0.0
alexnet,1,YT_v_BTBL,1.0,1.0,0.0
alexnet,1,Bx_v_RxBo,1.0,1.0,0.0
alexnet,1,Bx_v_RxRo,1.0,1.0,0.0
alexnet,1,TvT,1.0,1.0,0.0
alexnet,2,RVvGV,1.0,1.0,0.0
alexnet,2,RVvRHGV,1.0,1.0,0.0
alexnet,2,PWVvCV,1.0,1.0,0.0
alexnet,2,PWVvPWHCV,1.0,1.0,0.0
alexnet,2,2_v_5,1.0,0.99375,0.006249999999999978
alexnet,2,YT_v_BTYL,1.0,1.0,0.0
alexnet,2,YT_v_BTBL,1.0,1.0,0.0
alexnet,2,Bx_v_RxBo,1.0,1.0,0.0
alexnet,2,Bx_v_RxRo,1.0,1.0,0.0
alexnet,2,TvT,1.0,1.0,0.0
alexnet,3,RVvGV,0.51875,0.50625,0.012500000000000067
alexnet,3,RVvRHGV,0.5375,0.53125,0.006249999999999978
alexnet,3,PWVvCV,0.54375,0.50625,0.03749999999999998
alexnet,3,PWVvPWHCV,0.5,0.50625,-0.006249999999999978
alexnet,3,2_v_5,0.4875,0.5,-0.012500000000000011
alexnet,3,YT_v_BTYL,0.64375,0.4875,0.15625000000000006
alexnet,3,YT_v_BTBL,0.5875,0.51875,0.06874999999999998
alexnet,3,Bx_v_RxBo,0.46875,0.5,-0.03125
alexnet,3,Bx_v_RxRo,0.5,0.49375,0.006249999999999978
alexnet,3,TvT,0.54375,0.5,0.043749999999999956
alexnet,4,RVvGV,1.0,1.0,0.0
alexnet,4,RVvRHGV,1.0,1.0,0.0
alexnet,4,PWVvCV,1.0,1.0,0.0
alexnet,4,PWVvPWHCV,1.0,1.0,0.0
alexnet,4,2_v_5,1.0,1.0,0.0
alexnet,4,YT_v_BTYL,1.0,1.0,0.0
alexnet,4,YT_v_BTBL,1.0,1.0,0.0
alexnet,4,Bx_v_RxBo,1.0,1.0,0.0
alexnet,4,Bx_v_RxRo,1.0,1.0,0.0
alexnet,4,TvT,1.0,1.0,0.0
alexnet,5,RVvGV,1.0,1.0,0.0
alexnet,5,RVvRHGV,1.0,1.0,0.0
alexnet,5,PWVvCV,1.0,1.0,0.0
alexnet,5,PWVvPWHCV,1.0,1.0,0.0
alexnet,5,2_v_5,1.0,1.0,0.0
alexnet,5,YT_v_BTYL,1.0,1.0,0.0
alexnet,5,YT_v_BTBL,1.0,1.0,0.0
alexnet,5,Bx_v_RxBo,1.0,1.0,0.0
alexnet,5,Bx_v_RxRo,1.0,1.0,0.0
alexnet,5,TvT,1.0,1.0,0.0
alexnet,6,RVvGV,1.0,1.0,0.0
alexnet,6,RVvRHGV,1.0,1.0,0.0
alexnet,6,PWVvCV,1.0,1.0,0.0
alexnet,6,PWVvPWHCV,1.0,1.0,0.0
alexnet,6,2_v_5,1.0,1.0,0.0
alexnet,6,YT_v_BTYL,1.0,1.0,0.0
alexnet,6,YT_v_BTBL,1.0,1.0,0.0
alexnet,6,Bx_v_RxBo,1.0,1.0,0.0
alexnet,6,Bx_v_RxRo,1.0,1.0,0.0
alexnet,6,TvT,1.0,1.0,0.0
alexnet,7,RVvGV,1.0,1.0,0.0
alexnet,7,RVvRHGV,1.0,1.0,0.0
alexnet,7,PWVvCV,1.0,1.0,0.0
alexnet,7,PWVvPWHCV,1.0,1.0,0.0
alexnet,7,2_v_5,1.0,1.0,0.0
alexnet,7,YT_v_BTYL,1.0,1.0,0.0
alexnet,7,YT_v_BTBL,1.0,1.0,0.0
alexnet,7,Bx_v_RxBo,1.0,1.0,0.0
alexnet,7,Bx_v_RxRo,1.0,1.0,0.0
alexnet,7,TvT,1.0,1.0,0.0
alexnet,8,RVvGV,1.0,1.0,0.0
alexnet,8,RVvRHGV,1.0,1.0,0.0
alexnet,8,PWVvCV,1.0,1.0,0.0
alexnet,8,PWVvPWHCV,1.0,1.0,0.0
alexnet,8,2_v_5,1.0,1.0,0.0
alexnet,8,YT_v_BTYL,1.0,1.0,0.0
alexnet,8,YT_v_BTBL,1.0,1.0,0.0
alexnet,8,Bx_v_RxBo,1.0,1.0,0.0
alexnet,8,Bx_v_RxRo,1.0,1.0,0.0
alexnet,8,TvT,1.0,1.0,0.0
