net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,6,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,absent,265,266,0.9962406015037594,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,absent,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,6,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,2,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,both,530,532,0.9962406015037594,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,both,527,532,0.9906015037593985,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,present,263,266,0.9887218045112782,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,present,236,266,0.8872180451127819,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,absent,253,266,0.9511278195488722,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,absent,219,266,0.8233082706766918,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,both,516,532,0.9699248120300752,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,both,455,532,0.8552631578947368,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,present,241,266,0.9060150375939849,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,present,158,266,0.5939849624060151,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,present,67,266,0.2518796992481203,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,present,90,266,0.3383458646616541,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,absent,213,266,0.8007518796992481,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,absent,216,266,0.8120300751879699,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,absent,222,266,0.8345864661654135,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,absent,185,266,0.6954887218045113,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,both,454,532,0.8533834586466166,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,both,374,532,0.7030075187969925,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,both,289,532,0.543233082706767,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,both,275,532,0.5169172932330827,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,present,265,266,0.9962406015037594,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,present,258,266,0.9699248120300752,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,both,531,532,0.9981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,both,524,532,0.9849624060150376,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,present,265,266,0.9962406015037594,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,present,240,266,0.9022556390977443,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,absent,257,266,0.9661654135338346,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,absent,229,266,0.8609022556390977,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,both,522,532,0.981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,both,469,532,0.881578947368421,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,present,227,266,0.8533834586466166,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,present,178,266,0.6691729323308271,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,present,148,266,0.556390977443609,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,present,162,266,0.6090225563909775,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,absent,237,266,0.8909774436090225,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,absent,214,266,0.8045112781954887,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,absent,155,266,0.5827067669172933,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,absent,153,266,0.575187969924812,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,both,464,532,0.8721804511278195,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,both,392,532,0.7368421052631579,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,both,303,532,0.5695488721804511,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,both,315,532,0.5921052631578947,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,present,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,present,263,266,0.9887218045112782,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,absent,261,266,0.981203007518797,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,both,530,532,0.9962406015037594,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,both,524,532,0.9849624060150376,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,present,265,266,0.9962406015037594,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,present,201,266,0.7556390977443609,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,absent,250,266,0.9398496240601504,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,absent,231,266,0.868421052631579,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,both,515,532,0.9680451127819549,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,both,432,532,0.8120300751879699,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,present,199,266,0.7481203007518797,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,present,158,266,0.5939849624060151,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,present,149,266,0.5601503759398496,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,present,109,266,0.40977443609022557,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,absent,229,266,0.8609022556390977,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,absent,207,266,0.7781954887218046,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,absent,165,266,0.6203007518796992,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,absent,196,266,0.7368421052631579,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,both,428,532,0.8045112781954887,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,both,365,532,0.6860902255639098,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,both,314,532,0.5902255639097744,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,both,305,532,0.5733082706766918,,,
alexnet,initialize,classify,0.001,1,RVvGV,1,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,2,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,4,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,8,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,1,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,2,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,4,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,8,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,1,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,2,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,4,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,RVvGV,8,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,1,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,2,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,4,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,8,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,2,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,4,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,8,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,1,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,2,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,4,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,RVvRHGV,8,both,532,532,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,1,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,2,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,4,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,8,present,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,1,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,2,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,4,absent,266,266,1.0,,,
alexnet,initialize,classify,0.001,1,2_v_5,8,absent,266,266,1.0,,,
